type,id,nr,name,city
"station","8001538","1316","Dortmund-Löttringhausen","Dortmund"
"station","8001539","1317","Dortmund-Lütgendortmund Nord","Dortmund"
"station","8001533","1309","Dortmund-Kirchderne","Dortmund"
"station","8001541","1318","Dortmund-Marten","Dortmund"
"station","8001537","1315","Dortmund-Kurl","Dortmund"
"station","8001519","1321","Dortmund-Nette/Oestrich","Dortmund"
"station","8000961","1306","Dortmund-Hörde","Dortmund"
"station","8001515","1324","Dortmund-Scharnhorst","Dortmund"
"station","8001545","1325","Dortmund-Sölde","Dortmund"
"station","8001542","1319","Dortmund-Marten Süd","Dortmund"
"station","8001544","1323","Dortmund-Rahm","Dortmund"
"station","8004288","1322","Dortmund-Oespel","Dortmund"
"station","8001546","1327","Dortmund-Wickede","Dortmund"
"station","8011408","1331","Dossow (Prign)","Wittstock/DosseOT Dossow"
"station","8011409","1333","Drahnsdorf","Drahnsdorf"
"station","8001547","1330","Dorum (Kr Cuxhaven)","Dorum"
"station","8001531","1329","Dortmund-Wischlingen","Dortmund"
"station","8001548","1332","Dottenheim","Dietersheim"
"station","8011414","1337","Drebkau","Drebkau"
"station","8011415","1339","Dreileben-Drackenstedt","Drackenstedt"
"station","8001525","1326","Dortmund-Westerfilde","Dortmund"
"station","8003936","1328","Dortmund-Wickede West","Dortmund"
"station","8001554","1338","Dreieich-Dreieichenhain","Dreieich"
"station","8001558","1341","Drensteinfurt","Drensteinfurt"
"station","8001543","1320","Dortmund-Mengede","Dortmund"
"station","8011417","1342","Dresden Grenzstraße","Dresden"
"station","8011421","1350","Dresden-Kemnitz","Dresden"
"station","8011419","1346","Dresden-Cotta","Dresden"
"station","8011418","1344","Dresden Industriegelände","Dresden"
"station","8013475","1348","Dresden-Friedrichstadt"," Dresden"
"station","8011420","1347","Dresden-Dobritz","Dresden"
"station","8010088","1351","Dresden-Klotzsche","Dresden"
"station","8000080","1289","Dortmund Hbf","Dortmund"
"station","8011423","1354","Dresden-Pieschen","Dresden"
"station","8011425","1357","Dresden-Stetzsch","Dresden"
"station","8011424","1356","Dresden-Reick","Dresden"
"station","8011428","1360","Dresden-Zschachwitz","Dresden"
"station","8011422","1353","Dresden-Niedersedlitz Hp","Dresden"
"station","8001561","1362","Dreye","Weyhe"
"station","8011433","1364","Drohndorf-Mehringen","Mehringen"
"station","8011438","1370","Ducherow","Ducherow"
"station","8011427","1359","Dresden-Trachau","Dresden"
"station","8001567","1372","Rodgau-Dudenhofen","Rodgau-Dudenhofen (b Offe"
"station","8001566","1371","Duckterath","Bergisch Gladbach"
"station","8001570","1373","Dudweiler","Saarbrücken"
"station","8013444","1345","Dresden Mitte","Dresden"
"station","8001596","1375","Duisburg Schlenk","Duisburg"
"station","8013476","1355","Dresden-Plauen","Dresden"
"station","8001602","1379","Duisburg-Großenbaum","Duisburg"
"station","8001600","1377","Duisburg-Buchholz","Duisburg"
"station","8001607","1381","Duisburg-Meiderich Ost","Duisburg"
"station","8011426","1358","Dresden-Strehlen","Dresden"
"station","8001605","1380","Duisburg-Hochfeld Süd","Duisburg"
"station","8001612","1387","Duisburg-Wedau","Duisburg"
"station","8001609","1384","Duisburg-Rahm","Duisburg"
"station","8001608","1383","Duisburg-Obermeiderich","Duisburg"
"station","8001571","1389","Viersen-Dülken","Viersen"
"station","8001611","1386","Duisburg-Ruhrort","Duisburg"
"station","8000083","1390","Dülmen","Dülmen"
"station","8001614","1391","Durach","Durach"
"station","8005272","1388","Duisburg-Entenfang","Duisburg"
"station","8001578","1396","Dürrnhaar","Aying"
"station","8001616","1393","Durmersheim","Durmersheim"
"station","8000367","1382","Duisburg-Meiderich Süd","Duisburg"
"station","8010091","1397","Dürrröhrsdorf","Dürrröhrsdorf-Dittersbach"
"station","8010089","1352","Dresden-Neustadt","Dresden"
"station","8010085","1343","Dresden Hbf","Dresden"
"station","8000084","1392","Düren","Düren"
"station","8001583","1404","Düsseldorf Zoo","Düsseldorf"
"station","8001581","1402","Düsseldorf Volksgarten","Düsseldorf"
"station","8000082","1400","Düsseldorf Flughafen","Düsseldorf"
"station","8001587","1407","Düsseldorf-Eller","Düsseldorf"
"station","8001584","1399","Düsseldorf-Benrath","Düsseldorf"
"station","8001308","1408","Düsseldorf-Eller Mitte","Düsseldorf"
"station","8001586","1406","Düsseldorf-Derendorf","Düsseldorf"
"station","8001582","1403","Düsseldorf Wehrhahn","Düsseldorf"
"station","8001598","1410","Düsseldorf-Flingern","Düsseldorf"
"station","8001588","1409","Düsseldorf-Eller Süd","Düsseldorf"
"station","8001589","1412","Düsseldorf-Garath","Düsseldorf"
"station","8001579","1411","Düsseldorf-Friedrichstadt","Düsseldorf"
"station","8004920","1415","Düsseldorf-Hellerhof","Düsseldorf"
"station","8001597","1414","Düsseldorf-Hamm","Düsseldorf"
"station","8001585","1405","Düsseldorf-Bilk","Düsseldorf"
"station","8000086","1374","Duisburg Hbf","Duisburg"
"station","8001617","1422","Dußlingen","Dußlingen"
"station","8001592","1417","Düsseldorf-Rath","Düsseldorf"
"station","8001590","1413","Düsseldorf-Gerresheim","Düsseldorf"
"station","8001618","1424","Dutenhofen (Kr Wetzlar)","Wetzlar"
"station","8011442","1425","Dütschow","Spornitz"
"station","8001619","1427","Ebelsbach-Eltmann","Ebelsbach"
"station","8001620","1428","Ebenhausen (Unterfr)","Oerlenbach"
"station","8001621","1429","Ebenhausen-Schäftlarn","Schäftlarn"
"station","8001622","1430","Ebenhofen","Biessenhofen"
"station","8001591","1416","Düsseldorf-Oberbilk","Düsseldorf"
"station","8001593","1418","Düsseldorf-Rath Mitte","Düsseldorf"
"station","8001628","1434","Ebermergen","Harburg (Schwaben)"
"station","8001627","1433","Ebermannstadt","Ebermannstadt"
"station","8001629","1435","Ebern","Ebern"
"station","8001623","1431","Ebensfeld","Ebensfeld"
"station","8001594","1419","Düsseldorf-Reisholz","Düsseldorf"
"station","8011446","1441","Ebersbrunn","Lichtentanne"
"station","8001603","1421","Düsseldorf Völklinger Straße","Düsseldorf"
"station","8010092","1439","Ebersbach (Sachs)","Ebersbach"
"station","8001634","1440","Ebersberg (Oberbay)","Ebersberg (Oberbay)"
"station","8001638","1445","Ebertsheim","Ebertsheim"
"station","8001632","1438","Ebersbach (Fils)","Ebersbach (Fils)"
"station","8001636","1442","Ebersdorf (b Coburg)","Ebersdorf (b Coburg)"
"station","8001643","1447","Ebringen","Schallstadt"
"station","8000369","1432","Eberbach","Eberbach"
"station","8001640","1446","Ebing","Rattelsdorf"
"station","8001645","1448","Ebstorf (Kr Uelzen)","Ebstorf"
"station","8011449","1453","Eckardtsleben","Bad Langensalza"
"station","8001648","1452","Echzell","Echzell"
"station","8001646","1449","Echem","Echem"
"station","8011450","1455","Eckartsberga (Thür)","Reisdorf"
"station","8001655","1458","Eckersmühlen","Roth"
"station","8001651","1456","Eckartshausen-Ilshofen","Eckartshausen-Ilshofen"
"station","8001659","1459","Eddersheim","Hattersheim am Main"
"station","8001665","1462","Edesheim (Pfalz)","Edesheim"
"station","8001595","1420","Düsseldorf-Unterrath","Düsseldorf"
"station","8001647","1450","Eching","Eching"
"station","8001666","1463","Ediger-Eller","Ediger-Eller"
"station","8001663","1461","Edenkoben","Edenkoben"
"station","8001668","1464","Edingen (Kr Wetzlar)","Sinn"
"station","8011451","1465","Edle Krone","Edle Krone"
"station","8011453","1467","Effelder (Thür)","Effelder (Thür)"
"station","8001650","1451","Echterdingen","Echterdingen"
"station","8001670","1468","Effolderbach","Ortenberg"
"station","8001674","1472","Egersdorf","Cadolzburg"
"station","8001654","1457","Eckernförde","Eckernförde"
"station","8001671","1469","Efringen-Kirchen","Efringen-Kirchen"
"station","8011455","1475","Eggersdorf","Eggersdorf"
"station","8001672","1471","Egelsbach","Egelsbach"
"station","8001675","1473","Egestorf (Deister)","Barsinghausen"
"station","8011456","1476","Eggesin","Eggesin"
"station","8001680","1479","Eggolsheim","Eggolsheim"
"station","8001683","1482","Egling","Egling"
"station","8001679","1478","Eggmühl","Schierling"
"station","8001687","1485","Ehlershausen","Burgdorf"
"station","8001686","1484","Ehlenbruch","Lage"
"station","8001682","1481","Eglharting","Kirchseeon"
"station","8001690","1487","Ehr","Ehr Halsenbach"
"station","8001692","1491","Ehringhausen (Kr Lippstadt)","Geseke"
"station","8001689","1486","Ehningen (b Böblingen)","Ehningen "
"station","8001694","1492","Ehringshausen (Kr Wetzlar)","Ehringshausen"
"station","8001693","1493","Ehringshausen (Oberhess)","Gemünden (Felda)"
"station","8010094","1494","Eibau","Eibau"
"station","8001701","1497","Nidderau-Eichen","Nidderau"
"station","8001700","1496","Kreuztal-Eichen","Kreuztal"
"station","8000370","1488","Ehrang","Trier-Ehrang"
"station","8001704","1500","Eichenzell","Eichenzell"
"station","8010093","1444","Eberswalde Hbf","Eberswalde"
"station","8000085","1401","Düsseldorf Hbf","Düsseldorf"
"station","8001706","1501","Eichhagen","Olpe"
"station","8001708","1504","Eichstätt Bahnhof","Eichstätt"
"station","8001707","1502","Eicholzheim","Schefflenz"
"station","8011462","1509","Eickendorf","Eickendorf"
"station","8011460","1506","Eichstedt (Altm)","Eichstedt (Altm)"
"station","8001709","1505","Eichstätt Stadt","Eichstätt"
"station","8000090","1499","Eichenberg","Neu-Eichenberg"
"station","8001702","1498","Eichenau (Oberbay)","Eichenau (Oberbay)"
"station","8010161","1513","Eilenburg Ost","Eilenburg"
"station","8001684","1483","Ehingen (Donau)","Ehingen (Donau)"
"station","8010096","1517","Eilsleben (b Magdeburg)","Eilsleben (b Magdeburg)"
"station","8080340","1507","Eichwalde","Eichwalde"
"station","8001715","1519","Eimeldingen","Eimeldingen"
"station","8000371","1522","Einöd (Saar)","Homburg-Einöd"
"station","8001713","1518","Eilvese","Neustadt am Rübenberge"
"station","8001688","1514","Ehrang Ort","Trier-Ehrang"
"station","8010095","1512","Eilenburg","Eilenburg"
"station","8001718","1521","Einfeld","Neumünster"
"station","8005264","1520","Einbeck-Salzderhelden","Einbeck"
"station","8010105","1529","Eisenach Opelwerk","Eisenach"
"station","8001727","1532","Matzenbach","Matzenbach"
"station","8001720","1525","Einsiedlerhof","Kaiserslautern"
"station","8001728","1533","Eisenberg (Pfalz)","Eisenberg"
"station","8011472","1538","Eisfeld","Eisfeld"
"station","8011468","1530","Eisenach West","Eisenach"
"station","8011471","1536","Eisenhüttenstadt","Eisenhüttenstadt"
"station","8001734","1540","Eitensheim","Eitensheim"
"station","8001742","1546","Elfershausen-Trimberg","Elfershausen-Trimberg"
"station","8001712","1515","Eilendorf","Aachen"
"station","8011476","1547","Elgersburg","Elgersburg"
"station","8011477","1548","Ellefeld","Ellefeld"
"station","8001731","1539","Eislingen (Fils)","Eislingen (Fils)"
"station","8002555","1511","Eidelstedt","Hamburg"
"station","8001729","1537","Eiserfeld (Sieg)","Siegen"
"station","8001741","1544","Völksen-Eldagsen","Springe"
"station","8001736","1541","Eitorf","Eitorf"
"station","8011480","1553","Ellrich","Ellrich"
"station","8011481","1557","Elmenhorst","Elmenhorst"
"station","8001752","1555","Ellzee","Ellzee"
"station","8001747","1550","Ellhofen","Ellhofen"
"station","8011482","1562","Elsholz","Elsholz"
"station","8001760","1561","Elsfleth","Elsfleth"
"station","8001749","1551","Ellingen (Bay)","Ellingen (Bay)"
"station","8011488","1568","Elsterberg Kunstseidenwerk","Elsterberg"
"station","8011487","1567","Elsterberg","Elsterberg"
"station","8011484","1564","Elsnigk (Anh)","Elsnigk"
"station","8011486","1566","Elster (Elbe)","Elster"
"station","8010100","1570","Elsterwerda-Biehla","Elsterwerda"
"station","8001751","1554","Ellwangen","Ellwangen"
"station","8001762","1571","Eltersdorf","Erlangen"
"station","8010097","1528","Eisenach","Eisenach"
"station","8011489","1573","Elxleben","Elxleben"
"station","8001763","1572","Eltville","Eltville"
"station","8001764","1574","Elz (Kr Limburg/Lahn)","Elz"
"station","8010099","1569","Elsterwerda","Elsterwerda"
"station","8001765","1575","Elz (Kr Limburg/Lahn) Süd","Elz"
"station","8001775","1586","Emmerke","Giesen"
"station","8001766","1576","Elzach","Elzach"
"station","8001770","1583","Emmelshausen","Emmelshausen"
"station","8000093","1577","Elze (Han)","Elze "
"station","8001773","1585","Emmerich","Emmerich"
"station","8001777","1587","Emmerthal","Emmerthal"
"station","8001780","1588","Empel-Rees","Rees"
"station","8001783","1591","Emskirchen","Emskirchen"
"station","8011495","1596","Leipzig Werkstättenstraße","Leipzig"
"station","8001781","1589","Empelde","Ronnenberg"
"station","8001782","1590","Emsdetten","Emsdetten"
"station","8001794","1601","Engstlatt","Balingen"
"station","8001789","1597","Engelskirchen","Engelskirchen"
"station","8000372","1602","Enkenbach","Enkenbach"
"station","8001785","1592","Endersbach","Weinstadt"
"station","8001801","1606","Enspel","Enspel"
"station","8001739","1542","Elbgaustraße","Hamburg"
"station","8000094","1599","Engers","Neuwied"
"station","8001768","1580","Emden Hbf","Emden"
"station","8001790","1598","Engen","Engen "
"station","8001808","1610","Epe (Westf)","Gronau-Epe"
"station","8001806","1609","Enzisweiler","Bodolz"
"station","8001812","1612","Eppelborn","Eppelborn"
"station","8001813","1613","Eppelsheim (Rheinhess)","Eppelsheim "
"station","8001771","1584","Emmendingen","Emmendingen"
"station","8000092","1558","Elmshorn","Elmshorn"
"station","8001803","1608","Enzberg","Mühlacker"
"station","8001795","1603","Ennepetal (Gevelsberg)","Ennepetal"
"station","8001815","1616","Eppstein","Eppstein"
"station","8001814","1614","Eppertshausen","Eppertshausen"
"station","8005626","1607","Speyer Nord-West","Speyer"
"station","8001799","1604","Ensdorf (Saar)","Ensdorf (Saar)"
"station","8001811","1618","Erbach (Odenw) Nord","Erbach"
"station","8011496","1624","Erdeborn","Erdeborn"
"station","8001818","1619","Erbach (Rheingau)","Erbach"
"station","8001829","1630","Erdweg","Erdweg"
"station","8001825","1626","Erding","Erding"
"station","8011500","1636","Erfurt Ost","Erfurt"
"station","8001820","1621","Erbach (Württ)","Erbach (Württ)"
"station","8001817","1617","Erbach (Odenw)","Erbach "
"station","8011503","1638","Erfurt-Gispersleben","Erfurt"
"station","8001819","1620","Nistertal-Bad Marienberg","Nistertal"
"station","8001826","1627","Gießen Erdkauter Weg","Gießen"
"station","8003671","1631","Erftstadt","Erftstadt"
"station","8001836","1641","Schwerte-Ergste","Schwerte"
"station","8011502","1637","Erfurt-Bischleben","Erfurt"
"station","8001835","1640","Ergoldsbach","Ergoldsbach"
"station","8001827","1628","Erdmannhausen","Erdmannhausen"
"station","8001838","1642","Eriskirch","Eriskirch"
"station","8001840","1644","Erkersreuth","Selb"
"station","8001833","1639","Ergenzingen","Rottenburg am Neckar"
"station","8011507","1653","Erlau (Sachs)","Erlau "
"station","8001851","1659","Erndtebrück","Erndtebrück"
"station","8011512","1663","Ernstthal am Rennsteig","Lauscha OT Ernstthal"
"station","8001853","1660","Ernsgaden","Ernsgaden"
"station","8001845","1651","Erlangen-Bruck","Erlangen"
"station","8001841","1646","Erkrath","Erkrath"
"station","8010102","1635","Erfurt Nord","Erfurt"
"station","8001860","1665","Erpolzheim","Erpolzheim"
"station","8001865","1669","Erzingen (Baden)","Klettgau"
"station","8001867","1670","Ibbenbüren-Esch","Ibbenbüren-Esch"
"station","8001858","1664","Erpel (Rhein)","Erpel "
"station","8001864","1668","Erzhausen","Erzhausen"
"station","8001872","1673","Eschede","Eschede"
"station","8001839","1643","Erkelenz","Erkelenz"
"station","8001874","1674","Eschenau (b Heilbronn)","Obersulm"
"station","8001877","1676","Eschenbach (b Markt Erlbach)","Markt Erlbach"
"station","8001890","1681","Esens (Ostfriesl)","Esens "
"station","8001880","1677","Eschenlohe","Eschenlohe"
"station","8001875","1675","Eschenau (Mittelfr)","Eckental"
"station","8001883","1678","Eschhofen","Limburg a. d. Lahn"
"station","8001894","1683","Espelkamp","Espelkamp"
"station","8001899","1689","Essen (Oldb)","Essen "
"station","8001870","1671","Eschborn","Eschborn"
"station","8001886","1680","Eschweiler Hbf","Eschweiler"
"station","8001871","1672","Eschborn Süd","Eschborn"
"station","8013477","1645","Erkner","Erkner"
"station","8001897","1692","Essen Süd","Essen"
"station","8001896","1691","Essen Stadtwald","Essen"
"station","8001898","1693","Essen West","Essen"
"station","8005031","1697","Essen-Borbeck Süd","Essen"
"station","8001902","1696","Essen-Borbeck","Essen"
"station","8001906","1701","Essen-Frohnhausen","Essen"
"station","8001901","1695","Essen-Bergeborbeck","Essen"
"station","8006194","1704","Essen-Horst","Essen"
"station","8001907","1702","Essen-Gerschede","Essen"
"station","8006514","1703","Essen-Holthausen","Essen"
"station","8001905","1700","Essen-Eiberg","Essen"
"station","8001903","1698","Essen-Dellwig","Essen"
"station","8001900","1694","Essen-Altenessen","Essen"
"station","8001908","1705","Essen-Hügel","Essen"
"station","8001904","1699","Essen-Dellwig Ost","Essen"
"station","8001911","1708","Essen-Kray Süd","Essen"
"station","8001914","1712","Essen-Überruhr","Essen"
"station","8001912","1709","Essen-Kupferdreh","Essen"
"station","8001909","1706","Essen-Zollverein Nord","Essen"
"station","8001919","1715","Eßleben","Werneck"
"station","8001913","1711","Essen-Steele Ost","Essen"
"station","8001910","1707","Essen-Kray Nord","Essen"
"station","8001922","1719","Vierkirchen-Esterhofen","Vierkirchen"
"station","8001921","1717","Esslingen-Mettingen","Esslingen am Neckar"
"station","8006642","1718","Esslingen-Zell","Esslingen am Neckar"
"station","8001924","1721","Etelsen","Langwedel"
"station","8011519","1723","Ettenhausen","Ettenhausen"
"station","8001915","1713","Essen-Werden","Essen"
"station","8001925","1724","Etterzhausen","Nittendorf"
"station","8001932","1728","Etzenricht","Etzenricht"
"station","8001928","1726","Etzbach","Etzbach"
"station","8001996","1720","Esting","Esting"
"station","8001929","1727","Etzelwang","Etzelwang"
"station","8011520","1729","Etzleben","Etzleben"
"station","8010101","1634","Erfurt Hbf","Erfurt"
"station","8001935","1731","Euerdorf","Euerdorf"
"station","8001933","1730","Eubigheim","Ahorn (Baden)"
"station","8001926","1725","Ettlingen West","Ettlingen"
"station","8001946","1742","Eyach","Starzach"
"station","8000101","1738","Eutingen im Gäu","Eutingen im Gäu"
"station","8001942","1737","Eutingen (Baden)"," Pforzheim"
"station","8001949","1743","Eystrup","Eystrup"
"station","8001950","1744","Fachingen (Lahn)","Birlenbach"
"station","8001953","1747","Fahrenkrug","Fahrenkrug"
"station","8011529","1751","Falkenau (Sachs) Süd","Flöha - OT Falkenau "
"station","8011523","1741","Rostock Evershagen","Rostock"
"station","8001954","1749","Fahrnau","Schopfheim"
"station","8001844","1650","Erlangen","Erlangen"
"station","8011531","1754","Falkenberg (Mark)","Falkenberg (Mark)"
"station","8001941","1736","Eutin","Eutin"
"station","8001958","1760","Bad Fallingbostel","Fallingbostel"
"station","8010106","1758","Falkenstein (Vogtl)","Falkenstein "
"station","8010103","1752","Falkenberg (Elster)","Falkenberg (Elster)"
"station","8001957","1759","Fallersleben","Wolfsburg"
"station","8001961","1764","Farchant","Farchant"
"station","8000100","1734","Euskirchen","Euskirchen"
"station","8011533","1762","Fangschleuse","Grünheide (Mark)"
"station","8000099","1710","Essen-Steele","Essen"
"station","8001969","1769","Feilitzsch","Feilitzsch"
"station","8001971","1772","Feldberg-Bärental","Feldberg-Bärental"
"station","8001970","1770","Feldafing","Feldafing"
"station","8001967","1768","Favoritepark","Ludwigsburg"
"station","8001965","1767","Faurndau","Göppingen"
"station","8002051","1763","Frankfurt-Höchst Farbwerke","Frankfurt am Main"
"station","8013480","1777","Ferch-Lienewitz","Schwielowsee"
"station","8011536","1779","Ferdinandshof","Ferdinandshof"
"station","8001963","1765","Fasanenpark","Unterhaching"
"station","8011537","1780","Fermerswalde","Herzberg / E"
"station","8002520","1784","Feucht-Moosbach","Feucht "
"station","8001972","1773","Feldhausen","Bottrop"
"station","8001976","1782","Ferndorf (Kr Siegen)","Kreuztal"
"station","8013479","1757","Falkensee","Falkensee"
"station","8011540","1791","Finkenheerd","Brieskow-Finkenheerd"
"station","8001978","1783","Feucht","Feucht"
"station","8001983","1790","Filsen","Filsen"
"station","8001982","1788","Fichtenberg","Fichtenberg"
"station","8001973","1774","Feldkirchen (b München)","Feldkirchen"
"station","8001990","1799","Fischbach-Camphausen","Quierschied"
"station","8001985","1794","Finningerstraße","Neu-Ulm"
"station","8011541","1792","Finkenkrug","Falkensee"
"station","8011542","1795","Finsterwalde (Niederlausitz)","Finsterwalde "
"station","8001992","1801","Fischbachau","Fischbachau"
"station","8000102","1793","Finnentrop","Finnentrop"
"station","8001998","1804","Fischhausen-Neuhaus","Schliersee"
"station","8001995","1803","Fischen","Fischen"
"station","8001991","1800","Fischbach-Weierbach","Idar-Oberstein"
"station","8011544","1806","Flechtingen","Flechtingen"
"station","8001974","1775","Fellbach","Fellbach"
"station","8002004","1807","Boppard-Fleckertshöhe","Boppard"
"station","8001920","1716","Esslingen (Neckar)","Esslingen am Neckar"
"station","8002012","1814","Flintsbach","Flintsbach"
"station","8002014","1817","Flomersheim","Frankenthal"
"station","8002010","1812","Flieden","Flieden"
"station","8001989","1797","Fischbach (b Nürnberg)"," Nürnberg"
"station","8002011","1813","Flintbek","Flintbek"
"station","8011545","1808","Fleetmark","Arendsee OT Fleetmark"
"station","8011550","1825","Fohrde","Havelsee"
"station","8002018","1826","Föhren","Föhren"
"station","8004167","1823","Flughafen München Besucherpark","Freising"
"station","8010108","1816","Flöha","Flöha"
"station","8002019","1828","Förbau","Schwarzenbach a.d.Saale"
"station","8002023","1829","Forchheim (b Karlsruhe)","Rheinstetten"
"station","8011549","1831","Förderstedt","Förderstedt"
"station","8002013","1818","Flörsheim (Main)","Flörsheim (Main)"
"station","8002026","1833","Fornsbach","Murrhardt"
"station","8004168","1822","Flughafen München","Oberding"
"station","8002029","1838","Forth","Eckental"
"station","8000098","1690","Essen Hbf","Essen"
"station","8010111","1834","Forst (Lausitz)","Forst "
"station","8010110","1839","Förtha (Kr Eisenach)","Gerstungen"
"station","8005768","1824","Stuttgart Flughafen/Messe","Leinfelden - Echterdingen"
"station","8002020","1840","Förtschendorf","Pressig"
"station","8011554","1843","Frankenberg (Sachs) Süd","Frankenberg "
"station","8002027","1836","Forsthaus","Krefeld"
"station","8002036","1846","Frankenstein (Pfalz)","Frankenstein Pfalz"
"station","8011556","1847","Frankenstein (Sachs)","Oberschöna"
"station","8011553","1842","Frankenberg (Sachs)","Frankenberg (Sachsen)"
"station","8000103","1810","Flensburg","Flensburg"
"station","8002024","1830","Forchheim (Oberfr)","Forchheim (Oberfr)"
"station","8010109","1821","Flughafen BER - Terminal 5 (Schönefeld)","Schönefeld"
"station","8002040","1854","Frankfurt am Main Stadion","Frankfurt am Main"
"station","8002034","1851","Frankfurt (Main) Mühlberg","Frankfurt am Main"
"station","8000332","1848","Frankenthal Hbf","Frankenthal"
"station","8002059","1855","Frankfurt (Main) Stresemannallee","Frankfurt am Main"
"station","8011559","1862","Frankfurt (Oder)-Rosengarten","Frankfurt (Oder)"
"station","8002058","1853","Frankfurt (Main) Ostendstraße","Frankfurt am Main"
"station","8010113","1859","Frankfurt (Oder)","Frankfurt (Oder)"
"station","8002039","1852","Frankfurt (Main) Ost","Frankfurt am Main"
"station","8006691","1857","Frankfurt (Main) Taunusanlage","Frankfurt am Main"
"station","8002038","1850","Frankfurt (Main) Lokalbahnhof","Frankfurt am Main"
"station","8089012","1787","Feuerbachstraße","Berlin"
"station","8002043","1867","Frankfurt-Berkersheim","Frankfurt am Main"
"station","8002105","1870","Friedberg Süd","Friedberg (Hessen)"
"station","8006690","1863","Frankfurt (Main) Galluswarte","Frankfurt am Main"
"station","8002042","1858","Frankfurt (Main) West","Frankfurt am Main"
"station","8070004","1849","Frankfurt (Main) Flughafen Regionalbahnhof","Frankfurt am Main"
"station","8002044","1869","Frankfurt-Frankfurter Berg","Frankfurt am Main"
"station","8002047","1873","Frankfurt-Louisa","Frankfurt am Main"
"station","8002049","1875","Frankfurt-Nied","Frankfurt am Main"
"station","8002046","1871","Frankfurt-Griesheim","Frankfurt am Main"
"station","8002045","1868","Frankfurt-Eschersheim","Frankfurt am Main"
"station","8002053","1878","Frankfurt-Sindlingen","Frankfurt am Main"
"station","8002048","1874","Frankfurt-Mainkur","Frankfurt am Main"
"station","8002057","1881","Frauenau","Frauenau"
"station","8011560","1880","Frankleben","Braunsbedra"
"station","8011563","1884","Frauenhain","Röderaue"
"station","8011564","1885","Freckleben","Freckleben"
"station","8002063","1886","Freden (Leine)","Freden "
"station","8002054","1879","Frankfurt-Sossenheim","Frankfurt am Main"
"station","8002052","1877","Frankfurt-Rödelheim","Frankfurt am Main"
"station","8002050","1876","Frankfurt (Main) Niederrad","Frankfurt am Main"
"station","8080440","1889","Fredersdorf (b Berlin)","Fredersdorf "
"station","8002041","1856","Frankfurt (Main) Süd","Frankfurt am Main"
"station","8002065","1890","Freiberg (Neckar)","Freiberg am Neckar"
"station","8002077","1894","Freiburg-Klinikum","Freiburg"
"station","8006692","1864","Frankfurt (Main) Hauptwache","Frankfurt am Main"
"station","8010115","1891","Freiberg (Sachs)","Freiberg "
"station","8002066","1895","Freiburg-Landwasser","Freiburg"
"station","8002069","1898","Freiburg-St Georgen","Freiburg"
"station","8011567","1902","Freienorla","Freienorla"
"station","8000106","1872","Frankfurt-Höchst","Frankfurt am Main"
"station","8002074","1903","Freihalden","Jettingen-Scheppach"
"station","8002067","1896","Freiburg-Herdern","Freiburg im Breisgau"
"station","8002076","1905","Freihung","Freihung"
"station","8002073","1901","Meschede-Freienohl","Meschede"
"station","8002075","1904","Freihöls","Fensterbach"
"station","8002070","1899","Freiburg-Wiehre","Freiburg"
"station","8000374","1907","Freinsheim"," Freinsheim"
"station","8002071","1900","Freiburg-Zähringen","Freiburg"
"station","8010116","1912","Freital-Hainsberg","Freital"
"station","8002068","1897","Freiburg-Littenweiler","Freiburg"
"station","8011569","1911","Freital-Deuben","Freital"
"station","8000108","1906","Freilassing","Freilassing"
"station","8011570","1913","Freital-Hainsberg West","Freital"
"station","8013445","1914","Freital-Potschappel","Freital"
"station","8002086","1918","Fresenburg","Bad Oldesloe"
"station","8011571","1917","Frenz","Großpaschleben"
"station","8002080","1915","Frellstedt","Frellstedt"
"station","8002083","1916","Fremersdorf","Merzig"
"station","8011572","1919","Fretzdorf","Wittstock/DosseOTFretzdof"
"station","8011573","1924","Freyburg (Unstrut)","Freyburg"
"station","8002092","1923","Freusburg Siedlung","Kirchen"
"station","8002095","1926","Frickhofen","Dornburg"
"station","8002096","1927","Fridingen (b Tuttlingen)","Fridingen"
"station","8002100","1931","Friedelhausen","Lollar"
"station","8011574","1934","Friedersdorf (b Königs Wusterhausen)","Heidesee"
"station","8002102","1937","Friedland (Han)","Friedland "
"station","8002103","1938","Ludwigsau-Friedlos","Ludwigsau-Friedlos"
"station","8002099","1929","Friedberg (b Augsburg)","Friedberg"
"station","8000110","1921","Freudenstadt Hbf","Freudenstadt"
"station","8011578","1940","Friedrichroda","Friedrichroda"
"station","8002104","1939","Friedrich Wilhelmshütte","Troisdorf"
"station","8002108","1942","Friedrichsdorf (Taunus)","Friedrichsdorf (Taunus)"
"station","8002109","1943","Friedrichsfeld (Niederrhein)","Voerde"
"station","8002030","1946","Friedrichshafen Ost","Friedrichshafen"
"station","8004429","1865","Frankfurt (Main) Konstablerwache","Frankfurt am Main"
"station","8000111","1930","Friedberg (Hess)","Friedberg (Hessen)"
"station","8002114","1952","Friedrichssegen","Lahnstein"
"station","8002106","1941","Friedrichsberg","Hamburg"
"station","8011582","1951","Friedrichsruhe (Meckl)","Friedrichsruhe"
"station","8002115","1953","Friedrichstadt","Friedrichstadt"
"station","8002078","1908","Freising","Freising"
"station","8011585","1959","Friesack (Mark)","Friesack ( Mark)"
"station","8011586","1960","Friesdorf","Friesdorf"
