,EVA_NR,DS100,IFOPT,db_name,traffic,operator_name,operator_nr,status,distance,formatted,lat,lon,housenumber,name,street,postcode,district,suburb,county,state,state_code,city,country,country_code,attribution,attribution_license,attribution_url
0,8002551,AELB,de:02000:11943,Hamburg Elbbr¸cken,RV,DB Station und Service AG,,neu,1.8856038526558858,Elbbr¸cken Freihafenelbbr¸cke 20457 Hamburg Germany,53.53483815,10.02468211092041,,Elbbr¸cken,Freihafenelbbr¸cke,20457,Hamburg-Mitte,HafenCity,,,,Hamburg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
1,8001944,TETN,,Eutingen Nord,RV,DB Station und Service AG,,neu,5.605502032267216,Eutingen Nord K 4715 72184 Gˆttelfingen Germany,48.48477055,8.753022218944075,,Eutingen Nord,K 4715,72184,Horb am Neckar,,Landkreis Freudenstadt,Baden-W¸rttemberg,BW,Gˆttelfingen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
2,8003074,MIA,,Ingolstadt Audi,RV,DB Station und Service AG,,neu,12.416024252338556,Bahnhof Ingolstadt Audi Weststraﬂe 85057 Ingolstadt Germany,48.7904357,11.408093390100095,,Bahnhof Ingolstadt Audi,Weststraﬂe,85057,Nordwest,Audi AG,Pfaffenhofen an der Ilm,Bavaria,,Ingolstadt,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
3,8001723,HEBA,,Einbeck Otto-Hahn-Straﬂe,RV,Ilmebahn GmbH,,neu,70.81814022102819,Grimsehlstraﬂe 39 37574 Einbeck Germany,51.814022,9.892191,39,,Grimsehlstraﬂe,37574,Einbeck,,Northeim,Lower Saxony,,Einbeck,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
4,8004371,KRO,,Nˆrvenich-Rommelsheim,nur DPN,Rurtalbahn GmbH,,neu,109.13706146313359,Gertrudisstraﬂe 4 52388 Nˆrvenich Germany,50.783229,6.54869,4,,Gertrudisstraﬂe,52388,Nˆrvenich,,D¸ren,North Rhine-Westphalia,,Nˆrvenich,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
5,8010340,DSTR,,Straﬂgr‰bchen-Bernsdorf,nur DPN,,,neu,61.36172499372667,Dresdener Straﬂe 27 02994 Bernsdorf Germany,51.361887,14.052624,27,,Dresdener Straﬂe,2994,Bernsdorf,,Bautzen,Saxony,,Bernsdorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
6,8001510,TDSA,de:08237:8009:2,Dornstetten-Aach,RV,DB Station und Service AG,,neu,28.511894947678865,Auf dem Berg 1 72280 Dornstetten Germany,48.47359865,8.48266665,1,,Auf dem Berg,72280,Dornstetten,Hallwangen,Landkreis Freudenstadt,Baden-W¸rttemberg,BW,Dornstetten,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
7,8001966,MFOL,de:09187:90183,Feldolling,nur DPN,DB Station und Service AG,,neu,2.5372004979156912,52204 Aiblinger Straﬂe 83620 Feldkirchen-Westerham Germany,47.8953443,11.8522757,,52204,Aiblinger Straﬂe,83620,,,Landkreis Rosenheim,Bavaria,,Feldkirchen-Westerham,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
8,8002060,FFGG,de:06412:11500,Frankfurt(Main)-Gateway Gardens,RV,DB Station und Service AG,,neu,75.6469629268636,Flughafen Frankfurt Main A602 60549 Frankfurt Germany,50.057048,8.595255,A602,,Flughafen Frankfurt Main,60549,Frankfurt am Main,Frankfurt,Frankfurt,Hesse,,Frankfurt,Germany,de,© OpenAddresses contributors,BSD-3-Clause License,nan
9,8002535,EOBG,de:05962:3517,Halver-Oberbr¸gge,RV,DB Station und Service AG,,neu,1.7434842781638162,Halver-Oberbr¸gge Bergstraﬂe 58553 Halver Germany,51.1918746,7.574099384742283,,Halver-Oberbr¸gge,Bergstraﬂe,58553,,Oberbr¸gge,M‰rkischer Kreis,North Rhine-Westphalia,,Halver,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
10,8003105,HJAH,de:03461:3106,Jaderberg,nur DPN,DB Station und Service AG,,neu,14.167920936920243,Raiffeisenmarkt Jaderberg Raiffeisenstraﬂe 13 26349 Jaderberg Germany,53.339013300000005,8.18320224293704,13,Raiffeisenmarkt Jaderberg,Raiffeisenstraﬂe,26349,Varel,,Landkreis Wesermarsch,Lower Saxony,,Jaderberg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
11,8003297,EKIE,de:05962:2677:90,Kierspe,RV,DB Station und Service AG,,neu,56.40394462769992,Hammerkamp 19a 58566 Kierspe Germany,51.130193,7.615473,19a,,Hammerkamp,58566,Kierspe,,M‰rkischer Kreis,North Rhine-Westphalia,,Kierspe,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
12,8003305,EREKK,de:05554:37195,Reken-Klein Reken,nur DPN,DB Station und Service AG,,neu,6.944488165421939,Deutsche Bahn Buttstegge 48734 Klein Reken Germany,51.787074,7.0352799,,Deutsche Bahn,Buttstegge,48734,,,Kreis Borken,North Rhine-Westphalia,,Klein Reken,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
13,8005169,MRAI,de:09163:201,Rosenheim Aicherpark,nur DPN,DB Station und Service AG,,neu,30.37885232671974,West-Center Rosenheim Oberaustraﬂe 16 83026 Rosenheim Germany,47.85124145,12.08973910523509,16,West-Center Rosenheim,Oberaustraﬂe,83026,Rosenheim,Oberwˆhr,Rosenheim,Bavaria,,Rosenheim,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
14,8005933,RSFW,de:08215:1864,Stettfeld-Weiher,RV,DB Station und Service AG,,neu,226.09729372578158,Luﬂhardtstraﬂe 47 76698 Ubstadt-Weiher Germany,49.18311,8.639937,47,,Luﬂhardtstraﬂe,76698,Ubstadt-Weiher,,Karlsruhe,Baden-W¸rttemberg,BW,Ubstadt-Weiher,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
15,8011201,BFBI,de:12061:900260009,Flughafen BER - Terminal 1-2,FV,DB Station und Service AG,,neu,12.883590519414204,Willy-Brandt-Platz 1 12529 Schˆnefeld Germany,52.36466905,13.511652941472128,1,,Willy-Brandt-Platz,12529,Schˆnefeld,Schˆnefeld,Dahme-Spreewald - Damna-B?ota,Brandenburg,BB,Schˆnefeld,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
16,8011404,UDO,de:16065:8011404,Donndorf(Unstrut),nur DPN,Deutsche Regionaleisenbahn GmbH,,neu,4.642097977135485,Kelterei im Bahnhof Bahnhofstraﬂe 46 06571 Kloster Donndorf Germany,51.2981767,11.376964464949932,46,Kelterei im Bahnhof,Bahnhofstraﬂe,6571,Wiehe,,Kyffh‰userkreis,Thuringia,,Kloster Donndorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
17,8011605,LBGR,de:15089:8011605,Bernburg-Roschwitz,nur DPN,DB Station und Service AG,,neu,0,Bahnsteig 2 Am Stadtrand 06406 Bernburg Germany,51.781825600000005,11.759074760688128,,Bahnsteig 2,Am Stadtrand,6406,Bernburg,Roschwitz,Salzlandkreis,Saxony-Anhalt,,Bernburg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
18,8012273,LLMS,de:14713:8012273,Leipzig Mockauer Straﬂe,RV,DB Station und Service AG,,neu,4.511459357051156,Leipzig Mockauer Straﬂe Beuthstraﬂe 04357 Leipzig Germany,51.3737902,12.41299988677083,,Leipzig Mockauer Straﬂe,Beuthstraﬂe,4357,Nordost,Mockau-S¸d,,Saxony,,Leipzig,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
19,8012797,URO,de:16065:8012797,Roﬂleben,nur DPN,Deutsche Regionaleisenbahn GmbH,,neu,12.207277387472844,Am Bahnhof 1 06571 Roﬂleben-Wiehe Germany,51.2976738,11.436405405709458,1,,Am Bahnhof,6571,Roﬂleben,Roﬂleben,Kyffh‰userkreis,Thuringia,,Roﬂleben-Wiehe,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
20,8013241,BWAF,de:12061:900260080,Waﬂmannsdorf,RV,DB Station und Service AG,,neu,2.417311726820377,Albert-Kiekebusch-Straﬂe 12529 Waﬂmannsdorf Germany,52.3684398,13.4635452,,Waﬂmannsdorf,Albert-Kiekebusch-Straﬂe,12529,Schˆnefeld,Schˆnefeld,Dahme-Spreewald - Damna-B?ota,Brandenburg,BB,Waﬂmannsdorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
21,8013301,DWID,de:14625:6905,Wiednitz,nur DPN,,,neu,7.3253552991596775,Wiednitz Bahnhofstraﬂe 02994 Bernsdorf Germany,51.3931015,14.0392297,,Wiednitz,Bahnhofstraﬂe,2994,Bernsdorf,Wiednitz,Bautzen,Saxony,,Bernsdorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
22,8071096,WSTS,de:12068:900205749,Rheinsberg Stechlinsee,nur DPN,Regio Infra Nord-Ost GmbH & Co. KG,,neu,13.645075395753432,Stechlinsee Stechliner Weg 16831 Rheinsberg Germany,53.1491243,12.9855449,,Stechlinsee,Stechliner Weg,16831,Rheinsberg,,Ostprignitz-Ruppin,Brandenburg,BB,Rheinsberg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
23,8089201,BFBB,de:12061:900260009:3,Flughafen BER - Terminal 1-2 (S-Bahn),RV,DB Station und Service AG,,neu,14.631291560138443,Willy-Brandt-Platz 1 12529 Schˆnefeld Germany,52.36466905,13.511652941472128,1,,Willy-Brandt-Platz,12529,Schˆnefeld,Schˆnefeld,Dahme-Spreewald - Damna-B?ota,Brandenburg,BB,Schˆnefeld,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
24,8000001,KA,de:05334:1008,Aachen Hbf,FV,DB Station und Service AG,1,,17.936306305544626,Aachen Central Train Station Bahnhofstraﬂe 2a 52064 Aachen Germany,50.767733,6.091267,2a,Aachen Central Train Station,Bahnhofstraﬂe,52064,Aachen,,Aachen,North Rhine-Westphalia,,Aachen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
25,8000002,TA,de:08136:1000,Aalen Hbf,FV,DB Station und Service AG,4,,16.40723529435486,Press & Books Bahnhof 1 73430 Aalen Germany,48.840965,10.096059,1,Press & Books,Bahnhof,73430,Aalen,,Ostalbkreis,Baden-W¸rttemberg,BW,Aalen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
26,8000004,HA,de:05774:7131,Altenbeken,FV,DB Station und Service AG,85,,12.15375710734065,DB Agentur Altenbeken Bahnhofstraﬂe 13 33184 Altenbeken Germany,51.766455,8.943146,13,DB Agentur Altenbeken,Bahnhofstraﬂe,33184,Altenbeken,,Paderborn,North Rhine-Westphalia,,Altenbeken,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
27,8000007,FALZ,de:07331:55,Alzey,RV,DB Station und Service AG,133,,0,Bahnhofstraﬂe 55232 Alzey Germany,49.7507838,8.110407067292517,,Alzey,Bahnhofstraﬂe,55232,,,Landkreis Alzey-Worms,Rhineland-Palatinate,,Alzey,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
28,8000009,NAN,de:09561:11000,Ansbach,FV,DB Station und Service AG,161,,38.00280805009015,Bahnhofsplatz 2 91522 Ansbach Germany,49.297943,10.577733,2,Ansbach,Bahnhofsplatz,91522,Ansbach,,Ansbach,Bavaria,,Ansbach,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
29,8000010,NAH,de:09661:99082,Aschaffenburg Hbf,FV,DB Station und Service AG,187,,56.468347677556466,Coffee Fellows Ludwigstraﬂe 2 63739 Aschaffenburg Germany,49.980107,9.144063,2,Coffee Fellows,Ludwigstraﬂe,63739,Aschaffenburg,,Aschaffenburg,Bavaria,,Aschaffenburg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
30,8000011,AAG,de:01057:3365,Ascheberg(Holst),RV,DB Station und Service AG,191,,0.23172983441810585,Ascheberg (Holst) Ascheberg SH Germany,54.14846,10.33948,,Ascheberg (Holst),,,Ascheberg (Holstein),,Plˆn,Schleswig-Holstein,SH,Ascheberg,Germany,de,,CC BY 4.0,https://www.geonames.org/datasources/
31,8000012,KAU,de:05382:59901,Au(Sieg),RV,DB Station und Service AG,204,,17.126352232242542,Bahnhofstraﬂe 24 51570 Windeck Germany,50.773611,7.656541,24,,Bahnhofstraﬂe,51570,Windeck,,Rhein-Sieg-Kreis,North Rhine-Westphalia,,Windeck,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
32,8000013,MA,de:09761:100,Augsburg Hbf,FV,DB Station und Service AG,220,,10.52816138894986,Augsburg Hauptbahnhof Viktoriastraﬂe 1 86150 Augsburg Germany,48.3654907,10.8856913,1,Augsburg Hauptbahnhof,Viktoriastraﬂe,86150,Bahnhofsviertel,Innenstadt,Augsburg,Bavaria,,Augsburg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
33,8000014,TAU,de:08436:1000,Aulendorf,FV,DB Station und Service AG,226,,20.854748164459018,Bahnhof 1 88326 Aulendorf Germany,47.953055,9.643766,1,,Bahnhof,88326,Aulendorf,,Ravensburg,Baden-W¸rttemberg,BW,Aulendorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
34,8000015,FBA,de:06432:8563,Babenhausen(Hess),nur DPN,DB Station und Service AG,238,,5.861103480746945,Bahnhof Babenhausen (Hessen) Am Bahnhof 1 64832 Babenhausen Germany,49.9579751,8.956934041925631,1,Bahnhof Babenhausen (Hessen),Am Bahnhof,64832,Babenhausen,,Landkreis Darmstadt-Dieburg,Hesse,,Babenhausen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
35,8000016,TB,de:08119:7600,Backnang,RV,DB Station und Service AG,244,,5.672087788748761,Deutsche Bahn Obere Bahnhofstraﬂe 71522 Backnang Germany,48.9427094,9.4259303,,Deutsche Bahn,Obere Bahnhofstraﬂe,71522,,,Rems-Murr-Kreis,Baden-W¸rttemberg,BW,Backnang,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
36,8000017,TBF,de:08125:519,Bad Friedrichshall Hbf,RV,DB Station und Service AG,277,,1.9256192202783782,Bad Friedrichshall Hauptbahnhof Bahnhof Jagstfeld 74177 Bad Friedrichshall Germany,49.23137695,9.200041490507292,,Bad Friedrichshall Hauptbahnhof,Bahnhof Jagstfeld,74177,,Jagstfeld,Landkreis Heilbronn,Baden-W¸rttemberg,BW,Bad Friedrichshall,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
37,8000019,HBHA,de:03153:4946,Bad Harzburg,RV,DB Station und Service AG,281,,0.5226754858520098,Bad Harzburg Lower Saxony Germany,51.88812,10.55544,,,,,Bad Harzburg,,Goslar,Lower Saxony,,Bad Harzburg,Germany,de,,CC BY 4.0,https://www.geonames.org/datasources/nan
38,8000020,FBHF,de:06632:202026,Bad Hersfeld,FV,DB Station und Service AG,282,,7.934849223409831,Bahnhofsplatz 36251 Bad Hersfeld Germany,50.8696142,9.7162915,,Bad Hersfeld,Bahnhofsplatz,36251,Bad Hersfeld,,Landkreis Hersfeld-Rotenburg,Hesse,,Bad Hersfeld,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
39,8000021,SBKN,de:07133:8178,Bad Kreuznach,RV,DB Station und Service AG,296,,0,Dr.-Konrad-Adenauer-Straﬂe 55543 Bad Kreuznach Germany,49.8431008,7.867230154158674,,Bad Kreuznach,Dr.-Konrad-Adenauer-Straﬂe,55543,,,Landkreis Bad Kreuznach,Rhineland-Palatinate,,Bad Kreuznach,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
40,8000022,HNDF,de:03257:505,Bad Nenndorf,RV,DB Station und Service AG,311,,1.6437368481620098,Ladestraﬂe 31542 Bad Nenndorf Germany,52.3437471,9.3785891,,Bad Nenndorf,Ladestraﬂe,31542,Nenndorf,,Landkreis Schaumburg,Lower Saxony,,Bad Nenndorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
41,8000023,AO,de:01062:37979,Bad Oldesloe,RV,DB Station und Service AG,317,,24.115146818198347,K‰the-Kollwitz-Straﬂe 8 23843 Bad Oldesloe Germany,53.805268,10.382238,8,Bad Oldesloe,K‰the-Kollwitz-Straﬂe,23843,Bad Oldesloe,,Stormarn,Schleswig-Holstein,SH,Bad Oldesloe,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
42,8000025,NBA,de:09461:20010,Bamberg,FV,DB Station und Service AG,393,,54.920626937255406,Ludwigstraﬂe 6 96052 Bamberg Germany,49.900498,10.898838,6,,Ludwigstraﬂe,96052,Bamberg,,Bamberg,Bavaria,,Bamberg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
43,8000026,RB,ch:23005:6,Basel Bad Bf,FV,Schweizerischen Bundesbahnen,,,0,Basel Badischer Bahnhof Im Surinam 5068 Basel Switzerland,47.56749005,7.607620622184031,,Basel Badischer Bahnhof,Im Surinam,5068,Kleinbasel,Hirzbrunnen,,Basel-City,,Basel,Switzerland,ch,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
44,8000027,NSCH,de:09376:7410,Schwandorf,RV,DB Station und Service AG,5710,,6.963169510015801,Bahnhofplatz 92421 Schwandorf Germany,49.3263177,12.1038045,,Schwandorf,Bahnhofplatz,92421,Schwandorf,Innenstadt,Landkreis Schwandorf,Bavaria,,Schwandorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
45,8000028,NBY,de:09462:22000,Bayreuth Hbf,RV,DB Station und Service AG,439,,26.75873754580866,Bayreuth Hbf Bahnhofstraﬂe 20 95444 Bayreuth Germany,49.949831,11.579817,20,Bayreuth Hbf,Bahnhofstraﬂe,95444,Bayreuth,,Bayreuth,Bavaria,,Bayreuth,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
46,8000029,FB,de:06632:202110,Bebra,FV,DB Station und Service AG,443,,82.42856677056113,Kesselhaus Gilfersh‰user Straﬂe 12c 36179 Bebra Germany,50.969893,9.798846,12c,Kesselhaus,Gilfersh‰user Straﬂe,36179,Bebra,,Hersfeld-Rotenburg,Hesse,,Bebra,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
47,8000030,KBE,de:05362:89101,Bedburg(Erft),RV,DB Station und Service AG,447,,44.5553869129103,Alter Bahnhof Bahnstraﬂe 23 50181 Bedburg Germany,50.987566,6.573236,23,Alter Bahnhof,Bahnstraﬂe,50181,Bedburg,,Rhein-Erft-Kreis,North Rhine-Westphalia,,Bedburg,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
48,8000031,FBH,de:06431:236,Bensheim,FV,DB Station und Service AG,488,,1.4453324397212053,Amershamplatz 64625 Bensheim Germany,49.6813231,8.6167349,,Bensheim,Amershamplatz,64625,Bensheim,,Kreis Bergstraﬂe,Hesse,,Bensheim,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
49,8000032,NS,de:09662:28058,Schweinfurt Hbf,RV,DB Station und Service AG,5742,,53.93451087606661,Hauptbahnhofstraﬂe 9 97424 Schweinfurt Germany,50.035755,10.212608,9,,Hauptbahnhofstraﬂe,97424,Schweinfurt,,Schweinfurt,Bavaria,,Schweinfurt,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
50,8000033,KSWE,de:05954:8174,Schwelm,RV,DB Station und Service AG,5749,,1.2419900046789951,Hattinger Straﬂe 58332 Schwelm Germany,51.2904133,7.289087641548299,,Schwelm,Hattinger Straﬂe,58332,,Loh,Ennepe-Ruhr-Kreis,North Rhine-Westphalia,,Schwelm,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
51,8000034,EBZ,de:07132:090171,Betzdorf(Sieg),RV,DB Station und Service AG,597,,0,Betzdorf (Sieg) Bahnhofstraﬂe 57518 Betzdorf Germany,50.78931155,7.870078756546052,,Betzdorf (Sieg),Bahnhofstraﬂe,57518,,Struthof,Landkreis Altenkirchen (Westerwald),Rhineland-Palatinate,,Betzdorf,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
52,8000036,EBILP,de:05711:5500,Bielefeld Hbf,FV,DB Station und Service AG,622,,3.496393358100982,Bielefeld Hbf Am Bahnhof 33602 Bielefeld Germany,52.029301649999994,8.532677950438373,,Bielefeld Hbf,Am Bahnhof,33602,Bahnhofsviertel,Mitte,,North Rhine-Westphalia,,Bielefeld,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
53,8000037,ESRT,de:05978:63583,Schwerte(Ruhr),RV,DB Station und Service AG,5763,,0,Schwerte (Ruhr) Holzener Weg 58239 Schwerte Germany,51.44237215,7.559125165753204,,Schwerte (Ruhr),Holzener Weg,58239,,Holzen-Rosen,Kreis Unna,North Rhine-Westphalia,,Schwerte,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
54,8000038,TBM,de:08118:1400,Bietigheim-Bissingen,RV,DB Station und Service AG,636,,53.70841064981269,Parkhaus beim Bahnhof Stuttgarter Straﬂe 110 74321 Bietigheim-Bissingen Germany,48.94765,9.138153,110,Parkhaus beim Bahnhof,Stuttgarter Straﬂe,74321,Bietigheim-Bissingen,,Ludwigsburg,Baden-W¸rttemberg,BW,Bietigheim-Bissingen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
55,8000039,FBGK,de:07339:8183,Bingen(Rhein) Hbf,FV,DB Station und Service AG,649,,6.607900625718622,Bingen (Rhein) Hauptbahnhof Koblenzer Straﬂe 55411 Bingen am Rhein Germany,49.9691694,7.882937957464354,,Bingen (Rhein) Hauptbahnhof,Koblenzer Straﬂe,55411,,Bingerbr¸ck,Landkreis Mainz-Bingen,Rhineland-Palatinate,,Bingen am Rhein,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
56,8000041,EBO,de:05911:5194,Bochum Hbf,FV,DB Station und Service AG,724,,0,Bochum Hbf Hellweg 44787 Bochum Germany,51.47822745,7.222340210288172,,Bochum Hbf,Hellweg,44787,Bochum-Mitte,Innenstadt,,North Rhine-Westphalia,,Bochum,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
57,8000042,RSE,de:08225:8203,Seckach,RV,DB Station und Service AG,5774,,0,Bahnhofstraﬂe 12 74743 Seckach Germany,49.4410941,9.33842948526449,12,Seckach,Bahnhofstraﬂe,74743,,,Neckar-Odenwald-Kreis,Baden-W¸rttemberg,BW,Seckach,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
58,8000043,HSSN,de:03153:5780,Seesen,RV,DB Station und Service AG,5797,,69.29584878047467,Bahnhofsplatz 6 38723 Seesen Germany,51.88751,10.172971,6,,Bahnhofsplatz,38723,Seesen,,Goslar,Lower Saxony,,Seesen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyrightnan
59,8000044,KB,de:05314:61101,Bonn Hbf,FV,DB Station und Service AG,767,,3.9509387724242333,Bonn Hauptbahnhof Herwarthstraﬂe 53115 Bonn Germany,50.7323374,7.095868864132074,,Bonn Hauptbahnhof,Herwarthstraﬂe,53115,Stadtbezirk Bonn,Weststadt,,North Rhine-Westphalia,,Bonn,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
60,8000045,KBOP,de:07140:060039,Boppard Hbf,FV,DB Station und Service AG,776,,0.18002130011022324,Boppard Hbf S‰uerlingstraﬂe 56154 Boppard Germany,50.23160395,7.584841856809488,,Boppard Hbf,S‰uerlingstraﬂe,56154,,,Rhein-Hunsr¸ck-Kreis,Rhineland-Palatinate,,Boppard,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
61,8000046,ESIE,de:05970:10097,Siegen Hbf,RV,DB Station und Service AG,5842,,1.7916281266400809,Siegen Hauptbahnhof Morleystraﬂe 57072 Siegen Germany,50.8755628,8.015787299632311,,Siegen Hauptbahnhof,Morleystraﬂe,57072,,Siegen,Kreis Siegen-Wittgenstein,North Rhine-Westphalia,,Siegen,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
62,8000047,EBTHEBTHP,de:05512:3335,Bottrop Hbf,RV,DB Station und Service AG,804,,3.621474590002825,Bottrop Hbf Am Hauptbahnhof 46242 Bottrop,,,,,,,,,,,,,,,,,
63,8000048,EBWE,de:05711:5059,Brackwede,RV,DB Station und Service AG,811,,0,Bielefeld-Brackwede Eisenbahnstraﬂe 33647 Bielefeld Germany,51.9971096,8.498237950616016,,Bielefeld-Brackwede,Eisenbahnstraﬂe,33647,,Brackwede,,North Rhine-Westphalia,,Bielefeld,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
64,8000049,HBS,de:03101:178,Braunschweig Hbf,FV,DB Station und Service AG,835,,0.9078992336082138,Braunschweig Hauptbahnhof Willy-Brandt-Platz 38102 Brunswick Germany,52.25220735,10.540206163213998,,Braunschweig Hauptbahnhof,Willy-Brandt-Platz,38102,Viewegsgarten-Bebelhof,,,Lower Saxony,,Brunswick,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
65,8000050,HB,de:04011:13927,Bremen Hbf,FV,DB Station und Service AG,855,,0,Bremen Hauptbahnhof Bahnhofsplatz 1516 28195 Bremen,,,,,,,,,,,,,,,,,
66,8000051,HBH,de:04012:14418,Bremerhaven Hbf,RV,DB Station und Service AG,868,,2.233546504575753,Hauptbahnhof Bremerhaven 27570 Bremerhaven Germany,53.53493,8.59954,,Hauptbahnhof Bremerhaven,,27570,Bremerhaven,,Bremerhaven,Bremen,HB,Bremerhaven,Germany,de,,CC BY 4.0,https://www.geonames.org/datasources/nan
67,8000053,RBT,de:08215:1551,Bretten,RV,DB Station und Service AG,875,,3.847317361087144,Bretten Bahnhof Bahnhofstraﬂe 75015 Bretten Germany,49.0369328,8.6934312,,Bretten Bahnhof,Bahnhofstraﬂe,75015,Bretten,Bretten,Landkreis Karlsruhe,Baden-W¸rttemberg,BW,Bretten,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
68,8000054,EBRW,de:05958:60005,Brilon Wald,RV,DB Station und Service AG,888,,0,Brilon Wald Korbacher Straﬂe 59929 Brilon Germany,51.349573,8.576255265429012,,Brilon Wald,Korbacher Straﬂe,59929,,Brilon (Kernstadt),Hochsauerlandkreis,North Rhine-Westphalia,,Brilon,Germany,de,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
